,Constrs,Vars,NZs,presol_time,pConstrs,pVars,pNZs,CVars,IVars,BVars,pCVars,pIVars,pBVars,solved_with,obj_upper_bound,obj_lower_bound,gap,matrix_range_lower,matrix_range_upper,obj_range_lower,obj_range_upper,bounds_range_lower,bounds_range_upper,N,L,T,pot_circuits,formulation,target_gap,threads,walltime,region,co2limit,new_circuits,rel_exp_volume,abs_exp_volume,peak_mem,loading 0,candidates 0,building 0,solving 0,exporting 0
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_angles,118702,55312,301266,0.51,73366,50376,249995,55212,100,100,50276,100,100,barrier,24336441207.96,24229833796.33,0.0043809999999999995,5e-05,30000.0,1.0,40000000.0,1.0,1000000.0,61,200,100,1.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,27.0,0.16547975294254844,7.178455171693523,1571.796875,0.6325705051422119,0.9845058917999268,7.1740882396698,1983.0862312316892,1.7222437858581543
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_angles,87102,40410,226482,0.45,54282,36670,188823,40329,81,81,36589,81,81,barrier,20447393935.93,20346754469.52,0.004922,0.0001,30000.0,1.0,40000000.0,0.07,1000000.0,46,162,100,1.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,19.0,0.15777212428649073,6.139412802501936,1175.34375,0.6910686492919922,1.0701651573181152,6.5693230628967285,1196.6664154529574,1.0086593627929688
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_angles,234254,98992,664510,2.11,169358,92884,592107,98688,304,304,92580,304,304,barrier,53532427432.98,53202291533.51,0.006167000000000001,3e-05,200000.0,1.0,40000000.0,0.02,1000000.0,93,456,100,2.0,angles,0.005,4,21600,DE-NL-LU,40.0,0.0,,0.0,2702.6640620000003,0.8004066944122314,3.4504566192626958,12.543980836868286,21852.117984771732,0.735971212387085
elec_s_500_t100_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_angles,242771,95975,693266,1.98,178497,89201,620819,95637,338,338,88863,338,338,barrier,48602118801.6,45813394744.11,0.057379,1e-05,60000.0,1.0,40000000.0,0.5,1000000.0,93,507,100,2.0,angles,0.005,4,21600,FR-BE,40.0,0.0,,0.0,1652.5625,0.6286413669586182,3.750805377960205,13.426486015319824,21759.34124135971,0.8616716861724854
elec_s_500_t100_rES-PT_Co2L-1H_c2_g0.005_pGTEP_angles,135392,53037,384028,0.97,98136,49481,341421,52857,180,180,49301,180,180,barrier,18183396541.96,18151496153.25,0.001754,1e-05,50000.0,1.0,40000000.0,1.0,1000000.0,47,270,100,2.0,angles,0.005,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1052.7539060000001,0.5950684547424316,1.8930838108062744,7.986604928970338,183.19882130622864,1.7502994537353516
elec_s_500_t100_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_angles,134382,55864,368423,0.83,94643,52225,323946,55704,160,160,52065,160,160,barrier,19233311098.7,19178258172.28,0.002862,2e-06,80000.0,1.0,40000000.0,1.0,1000000.0,53,240,100,2.0,angles,0.005,4,21600,GB-IE,40.0,30.0,0.1759337643016662,4.265004150554353,1033.9921880000002,0.6279337406158447,1.9233283996582031,8.171472072601317,395.60639429092413,1.6985321044921875
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_angles,178316,76956,500727,1.25,125313,69353,438422,76728,228,228,69125,228,228,barrier,57750702455.52,57126264682.93,0.010813,7e-05,60000.0,1.0,40000000.0,1.0,1000000.0,70,342,100,2.0,angles,0.005,4,21600,IT-CH-AT-LI-SI,40.0,0.0,,0.0,2233.71875,0.6796975135803223,2.203148365020752,9.80165958404541,21744.865345478058,1.0625967979431152
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_angles,94766,37328,269617,0.85,69353,34515,239492,37198,130,130,34385,130,130,barrier,16397532952.37,16329674347.58,0.004138,2e-05,400000.0,1.0,40000000.0,1.0,1000000.0,37,194,100,2.0,angles,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,27.0,0.3386532174649354,7.918126326882324,1317.6289060000001,0.6286394596099854,1.4237682819366455,6.194445848464966,265.22743773460394,1.0614020824432373
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_angles,158802,65412,441466,1.09,113466,60476,389395,65212,200,200,60276,200,200,barrier,24110362436.58,23995924152.8,0.004746,5e-05,30000.0,1.0,40000000.0,1.0,1000000.0,61,300,100,2.0,angles,0.005,4,21600,SE-FI-DK-NO,40.0,28.0,0.16841471627533108,7.305772878786421,2122.863281,0.6989588737487793,2.2110652923583984,8.487272024154661,4627.106354236603,1.959911108016968
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_angles,119583,48591,340044,1.05,86863,44965,302299,48429,162,162,44803,162,162,barrier,20083588045.66,19989902031.78,0.004665,0.0001,30000.0,1.0,40000000.0,0.07,1000000.0,46,243,100,2.0,angles,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,34.0,0.2875821203919824,11.190730680022723,1521.3398439999999,0.7388553619384766,2.2470381259918213,8.520539045333862,6562.4417321681985,1.079986333847046
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,163902,74340,419606,1.09,99506,68605,349376,74188,152,152,68453,152,152,barrier,56624586574.3,56385475263.01,0.004223,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,304,100,1.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,51.0,0.14066849714951313,7.459091565021617,1194.8789060000001,0.8125839233398438,1.5070288181304932,10.51514482498169,702.3209812641144,1.865527629852295
elec_s_500_t100_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,165602,69606,421928,1.56,101828,63232,351681,69437,169,169,63063,169,169,barrier,47660429319.4,47123936053.91,0.011257,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,338,100,1.0,kirchhoff,0.01,4,21600,FR-BE,40.0,0.0,,0.0,2526.09375,0.6568503379821777,1.6728098392486572,11.341565132141113,21864.285456180573,0.5780789852142334
elec_s_500_t100_rES-PT_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,94402,39247,241148,0.95,57946,36291,201741,39157,90,90,36201,90,90,barrier,18349402737.16,18329841258.75,0.001066,1e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,100,1.0,kirchhoff,0.01,4,21600,ES-PT,40.0,9.0,0.038582901859733475,2.1402718639027873,1132.328125,0.6988489627838135,0.996673345565796,7.207195043563843,161.26671648025513,1.6731584072113037
elec_s_500_t100_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,96802,42484,230663,0.56,57763,39345,188486,42404,80,80,39265,80,80,barrier,19320635157.1,19266057459.55,0.002825,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,100,1.0,kirchhoff,0.01,4,21600,GB-IE,40.0,19.0,0.1008738583571987,2.445394300994956,1119.6914060000001,0.6769797801971436,0.8875491619110107,7.118123292922974,141.3346664905548,1.6182551383972168
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,125402,58442,304199,0.76,73199,51439,244994,58328,114,114,51325,114,114,barrier,63099632578.01,62482384344.84,0.009781999999999999,7e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,100,1.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,66.0,0.3654611574611759,13.484260394757626,1449.2851560000001,0.6633679866790771,1.2534112930297852,8.832923889160156,666.0798175334929,1.7431678771972656
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,65002,27164,156789,0.43,40189,24851,129664,27098,66,66,24785,66,66,barrier,16545138901.06,16485840971.62,0.003584,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,100,1.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.26510466433115404,6.1984712200088845,905.4375,0.6021497249603271,0.6422958374023438,5.3421576023101816,54.63110756874085,1.1545042991638184
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,112402,49212,268766,0.72,67866,44876,219895,49112,100,100,44776,100,100,barrier,24450786188.65,24221120779.12,0.009393,5e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,100,1.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,24.0,0.14974136626056128,6.495729332051698,1246.4765619999998,0.6733396053314209,1.146493911743164,8.062960386276245,183.2729663848877,1.6760785579681396
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_kirchhoff,82402,35810,201182,0.5,50182,32570,165723,35729,81,81,32489,81,81,barrier,20447393935.93,20344706431.81,0.0050219999999999996,0.0001,200000.0,1.0,40000000.0,0.07,1000000.0,46,162,100,1.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,19.0,0.15777212428649073,6.139412802501936,1035.4179689999999,0.5681731700897217,0.8901445865631104,6.0823538303375235,167.83142495155334,1.0999155044555664
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,224854,89692,622610,2.28,160458,83984,553092,89388,304,304,83680,304,304,barrier,53673114935.95,53208334366.7,0.008659,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,456,100,2.0,kirchhoff,0.01,4,21600,DE-NL-LU,40.0,92.0,0.24461889180192897,12.97116802595356,1504.5273439999999,0.6579287052154541,3.0071239471435547,15.914157152175903,3583.313356399536,2.033730745315552
elec_s_500_t100_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,233371,86675,624366,2.58,169597,80301,554719,86337,338,338,79963,338,338,barrier,46558301161.82,45875027392.46,0.014676,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,507,100,2.0,kirchhoff,0.01,4,21600,FR-BE,40.0,0.0,,0.0,1678.234375,0.7023212909698486,3.83258867263794,18.119240522384644,21880.987293958664,0.5819494724273682
elec_s_500_t100_rES-PT_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,130492,48337,341028,1.21,94036,45381,301820,48157,180,180,45201,180,180,barrier,18183396541.96,18151808154.52,0.0017369999999999998,1e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,100,2.0,kirchhoff,0.01,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1000.378906,0.6930136680603027,1.9923901557922363,9.939536094665527,163.07598280906674,1.6295700073242188
elec_s_500_t100_rGB-IE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,128882,50564,327023,1.04,89843,47425,285546,50404,160,160,47265,160,160,barrier,19247138929.08,19183311279.25,0.003316,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,100,2.0,kirchhoff,0.01,4,21600,GB-IE,40.0,29.0,0.16466135381030397,3.991737232613707,993.074219,0.6875720024108887,1.808346509933472,8.855610847473145,220.00742363929749,1.6441879272460938
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,171116,69956,441227,1.41,118913,62953,382563,69728,228,228,62725,228,228,barrier,57624356287.39,57179976036.14,0.007712,7e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,100,2.0,kirchhoff,0.01,4,21600,IT-CH-AT-LI-SI,40.0,104.0,0.5830155751539288,21.51127053881264,2253.9140620000003,0.6074178218841553,2.264845371246338,11.668348789215088,16184.963367700577,1.8843371868133545
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,90666,33628,233717,0.97,65853,31315,206692,33498,130,130,31185,130,130,barrier,16402941909.81,16324644679.2,0.004773,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,100,2.0,kirchhoff,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,29.0,0.358874605607581,8.39092710821542,1217.0390619999998,0.6193704605102539,1.3040978908538818,7.488895893096924,87.22725152969359,1.144456386566162
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,152502,59312,389666,1.38,107966,54976,340842,59112,200,200,54776,200,200,barrier,24147717990.98,23997011233.53,0.006241,5e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,100,2.0,kirchhoff,0.01,4,21600,SE-FI-DK-NO,40.0,25.0,0.16057696223877313,6.965773785255475,1891.695312,0.7013430595397949,2.201577663421631,11.559382677078247,1854.390441417694,1.7386658191680908
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.01_pGTEP_kirchhoff,114883,43991,297744,0.92,82663,40765,262799,43829,162,162,40603,162,162,barrier,20169004038.25,19988135164.01,0.008968,0.0001,200000.0,1.0,40000000.0,0.07,1000000.0,46,243,100,2.0,kirchhoff,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,26.0,0.21794805104383086,8.481048606717742,952.996094,0.5332651138305664,1.4606778621673584,7.626085996627808,680.2164385318756,1.4775440692901611
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,163902,74340,425206,1.28,99506,68605,354976,74188,152,152,68453,152,152,barrier,56640800353.12,56386529675.85,0.004489,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,304,100,1.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,53.0,0.14723919012642653,7.80750930995813,1156.7304689999999,0.8764472007751465,1.6202230453491209,11.503931522369385,760.9719550609589,1.9463701248168943
elec_s_500_t100_rFR-BE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,165602,69606,425428,1.18,101828,63232,355181,69437,169,169,63063,169,169,barrier,47698204131.63,47103876717.81,0.01246,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,338,100,1.0,kirchhoff,0.005,4,21600,FR-BE,40.0,0.0,,0.0,2442.5546879999997,0.6019768714904785,1.6498405933380127,11.616693496704102,21788.6697640419,0.5797905921936035
elec_s_500_t100_rES-PT_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,94402,39247,237648,0.74,57946,36291,198241,39157,90,90,36201,90,90,barrier,18349402737.16,18328380759.71,0.0011459999999999999,1e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,180,100,1.0,kirchhoff,0.005,4,21600,ES-PT,40.0,9.0,0.038582901859733475,2.1402718639027873,1121.6835939999999,0.6645677089691162,1.0386757850646973,7.080801963806152,165.3835349082947,1.7074732780456543
elec_s_500_t100_rGB-IE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,96802,42484,228863,0.57,57763,39345,186686,42404,80,80,39265,80,80,barrier,19320635157.1,19272186851.19,0.0025080000000000002,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,160,100,1.0,kirchhoff,0.005,4,21600,GB-IE,40.0,19.0,0.1008738583571987,2.445394300994956,1095.5390619999998,0.6959910392761229,0.8928267955780029,8.009098052978517,161.32367849349976,1.5305790901184082
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,125402,58442,310799,0.79,73199,51439,251594,58328,114,114,51325,114,114,barrier,63015872871.17,62691684411.86,0.005144999999999999,7e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,228,100,1.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,0.0,,0.0,2102.9296879999997,0.7419857978820801,1.2093350887298584,9.350390195846556,21688.612139940265,0.7571516036987305
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,65002,27164,157589,0.43,40189,24851,130464,27098,66,66,24785,66,66,barrier,16545138901.06,16485840971.62,0.003584,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,130,100,1.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,19.0,0.26510466433115404,6.1984712200088845,906.78125,0.6363308429718018,0.7314257621765137,5.502523183822632,44.03229999542236,1.0010018348693848
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,112402,49212,269566,0.85,67866,44876,220695,49112,100,100,44776,100,100,barrier,24333828123.26,24221015620.63,0.004636,5e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,200,100,1.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,29.0,0.17660781801052458,7.661186834133756,1489.734375,0.7035553455352783,1.1524546146392822,7.8307645320892325,1192.1481354236605,1.701263666152954
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.005_pGTEP_kirchhoff,82402,35810,200782,0.6,50182,32570,165323,35729,81,81,32489,81,81,barrier,20447393935.93,20345497852.82,0.0049830000000000004,0.0001,200000.0,1.0,40000000.0,0.07,1000000.0,46,162,100,1.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,19.0,0.15777212428649073,6.139412802501936,1119.8203119999998,0.6143019199371338,0.919729232788086,6.178084135055543,304.52376127243036,1.004055738449097
elec_s_500_t100_rDE-NL-LU_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,224854,89692,599710,1.99,160458,83984,530192,89388,304,304,83680,304,304,barrier,53473654622.55,53229735782.97,0.004561,3e-05,100000.0,1.0,40000000.0,0.02,1000000.0,93,456,100,2.0,kirchhoff,0.005,4,21600,DE-NL-LU,40.0,98.0,0.26684630737217446,14.149799569987385,1562.8007810000001,0.6367907524108887,3.0376126766204834,14.530985116958618,14120.503651618958,2.2280213832855225
elec_s_500_t100_rFR-BE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,233371,86675,621766,2.3,169597,80301,552119,86337,338,338,79963,338,338,barrier,46616740083.23,45877181650.65,0.015865,1e-05,200000.0,1.0,40000000.0,0.5,1000000.0,93,507,100,2.0,kirchhoff,0.005,4,21600,FR-BE,40.0,0.0,,0.0,2086.949219,0.6761555671691895,3.8242673873901367,16.962992906570435,21814.124958753582,0.5359635353088379
elec_s_500_t100_rES-PT_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,130492,48337,344528,1.08,94036,45381,305320,48157,180,180,45201,180,180,barrier,18183396541.96,18151808154.52,0.0017369999999999998,1e-05,200000.0,1.0,40000000.0,1.0,1000000.0,47,270,100,2.0,kirchhoff,0.005,4,21600,ES-PT,40.0,10.0,0.047176685368112245,2.616986474802765,1015.996094,0.5688104629516602,1.8204035758972168,9.009363412857057,222.98436760902405,1.9410066604614256
elec_s_500_t100_rGB-IE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,128882,50564,326823,1.02,89843,47425,285346,50404,160,160,47265,160,160,barrier,19233311098.7,19179007660.21,0.002823,2e-06,100000.0,1.0,40000000.0,1.0,1000000.0,53,240,100,2.0,kirchhoff,0.005,4,21600,GB-IE,40.0,30.0,0.1759337643016662,4.265004150554353,993.3125,0.6948902606964111,1.6345396041870115,9.020576000213623,124.73139309883119,1.704836368560791
elec_s_500_t100_rIT-CH-AT-LI-SI_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,171116,69956,447827,1.57,118913,62953,389163,69728,228,228,62725,228,228,barrier,57592278780.52,57185996581.83,0.007054,7e-05,100000.0,1.0,40000000.0,1.0,1000000.0,70,342,100,2.0,kirchhoff,0.005,4,21600,IT-CH-AT-LI-SI,40.0,0.0,,0.0,2385.269531,0.6296248435974121,2.2917487621307373,11.770544052124025,21748.636333465576,0.9155759811401368
elec_s_500_t100_rCZ-PL-LT-LV-EE_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,90666,33628,233717,0.75,65853,31315,206692,33498,130,130,31185,130,130,barrier,16410477749.74,16332140487.14,0.004774,2e-05,200000.0,1.0,40000000.0,1.0,1000000.0,37,194,100,2.0,kirchhoff,0.005,4,21600,CZ-PL-LT-LV-EE,40.0,26.0,0.3271201120167217,7.648468218910365,1299.171875,0.6729061603546143,1.6888227462768557,7.6958580017089835,114.78210663795471,1.1412818431854248
elec_s_500_t100_rSE-FI-DK-NO_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,152502,59312,388866,1.15,107966,54976,340042,59112,200,200,54776,200,200,barrier,24117250789.91,24002310556.71,0.004766,5e-05,400000.0,1.0,40000000.0,1.0,1000000.0,61,300,100,2.0,kirchhoff,0.005,4,21600,SE-FI-DK-NO,40.0,30.0,0.18375560168391325,7.971255248933706,1972.929688,0.8152694702148438,2.405780792236328,10.527222156524658,2698.182043075561,2.039092779159546
elec_s_500_t100_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c2_g0.005_pGTEP_kirchhoff,114883,43991,298544,0.95,82663,40765,263599,43829,162,162,40603,162,162,barrier,20088001827.44,19995068249.26,0.004626,0.0001,200000.0,1.0,40000000.0,0.07,1000000.0,46,243,100,2.0,kirchhoff,0.005,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,34.0,0.284039610386451,11.052880401468713,1534.1367189999999,0.6179671287536621,1.6187803745269775,8.83121633529663,5325.155147075653,1.0959453582763672
elec_s_750_t50_rDE-NL-LU_Co2L-1H_c1_g0.01_pGTEP_angles,123402,60474,319687,0.92,76237,55109,265058,60258,216,216,54893,216,216,barrier,50098216137.46,49625763026.61,0.009431,0.0002,200000.0,1.0,40000000.0,0.02,1000000.0,140,432,50,1.0,angles,0.01,4,21600,DE-NL-LU,40.0,73.0,0.15455985622006385,8.50075237614651,1004.6875,0.7024168968200684,2.365376710891724,8.965665578842161,1151.1999745368958,2.1837406158447266
elec_s_750_t50_rFR-BE_Co2L-1H_c1_g0.01_pGTEP_angles,125152,56775,325969,0.84,78769,51292,272304,56532,243,243,51049,243,243,barrier,47418375368.76,46167259701.19,0.026385000000000002,2e-05,70000.0,1.0,40000000.0,0.6,1000000.0,138,486,50,1.0,angles,0.01,4,21600,FR-BE,40.0,0.0,,0.0,2089.324219,0.7292952537536621,2.7741193771362305,9.378316640853884,21763.38031220436,0.5610504150390625
elec_s_750_t50_rES-PT_Co2L-1H_c1_g0.01_pGTEP_angles,71652,31850,185835,0.43,44733,29031,155302,31718,132,132,28899,132,132,barrier,17745905859.9,17610463254.71,0.007632,4e-05,100000.0,1.0,40000000.0,1.0,1000000.0,71,264,50,1.0,angles,0.01,4,21600,ES-PT,40.0,18.0,0.05541885573651921,3.2564704101159707,985.4375,0.7109451293945312,1.6407945156097412,6.305604457855225,127.52279925346376,1.7147319316864014
elec_s_750_t50_rGB-IE_Co2L-1H_c1_g0.01_pGTEP_angles,71602,33688,179413,0.4,43813,30899,148136,33573,115,115,30784,115,115,barrier,19485868188.71,19449852604.73,0.0018479999999999998,1e-05,100000.0,1.0,40000000.0,1.0,1000000.0,79,230,50,1.0,angles,0.01,4,21600,GB-IE,40.0,32.0,0.15287667586585543,3.9492295813796856,982.578125,0.7753872871398926,1.319694757461548,5.494856357574463,123.27520132064821,1.8030257225036619
elec_s_750_t50_rIT-CH-AT-LI-SI_Co2L-1H_c1_g0.01_pGTEP_angles,97552,48194,249886,0.61,57586,41378,202005,48023,171,171,41207,171,171,barrier,52355299064.39,51858990145.05,0.009479999999999999,0.0002,80000.0,1.0,40000000.0,1.0,1000000.0,106,342,50,1.0,angles,0.01,4,21600,IT-CH-AT-LI-SI,40.0,82.0,0.36789123639624577,13.910911439446409,1364.1992189999999,0.6798229217529297,1.7986550331115725,7.422070741653442,2333.7318305969243,2.240190029144287
elec_s_750_t50_rCZ-PL-LT-LV-EE_Co2L-1H_c1_g0.01_pGTEP_angles,51252,23041,132970,0.29,32470,21009,111757,22943,98,98,20911,98,98,barrier,16483090254.78,16395816010.64,0.005294999999999999,2e-05,400000.0,1.0,40000000.0,1.0,1000000.0,57,194,50,1.0,angles,0.01,4,21600,CZ-PL-LT-LV-EE,40.0,25.0,0.22033377220674005,5.584534956291533,850.472656,0.8604807853698729,1.1515235900878906,4.861047744750977,95.22986268997192,1.0707182884216309
elec_s_750_t50_rSE-FI-DK-NO_Co2L-1H_c1_g0.01_pGTEP_angles,85352,39837,217096,0.39,52696,36031,179535,39689,148,148,35883,148,148,barrier,23406310420.28,23192916466.27,0.009117,5e-06,30000.0,1.0,40000000.0,1.0,1000000.0,91,296,50,1.0,angles,0.01,4,21600,SE-FI-DK-NO,40.0,42.0,0.18587664525473363,8.29255923773077,1180.9375,0.6270346641540527,1.3912248611450195,5.021661758422852,1017.3185048103333,2.0511040687561035
elec_s_750_t50_rRO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK_Co2L-1H_c1_g0.01_pGTEP_angles,63852,29452,166078,0.31,39628,26378,138081,29331,121,121,26257,121,121,barrier,20349717934.18,20188933089.42,0.007901,8e-05,60000.0,1.0,40000000.0,0.09,1000000.0,68,242,50,1.0,angles,0.01,4,21600,RO-RS-BA-ME-HR-MK-GR-AL-BG-HU-SK,40.0,25.0,0.16546055751732996,6.567658104615808,948.527344,0.6003355979919434,1.2667863368988037,5.039008140563965,161.1360890865326,1.1992485523223877
elec_s_750_t50_rDE-NL-LU_Co2L-1H_c2_g0.01_pGTEP_angles,166818,71490,471319,1.2,120103,66575,418490,71058,432,432,66143,432,432,barrier,47683947744.23,47314615459.78,0.007744999999999999,0.0002,200000.0,1.0,40000000.0,0.02,1000000.0,140,648,50,2.0,angles,0.01,4,21600,DE-NL-LU,40.0,108.0,0.23017976396050685,12.659827870453961,1383.1523439999999,0.6553709506988525,4.3479394912719735,10.722177982330322,20673.864120721817,2.393948793411255
elec_s_750_t50_rFR-BE_Co2L-1H_c2_g0.01_pGTEP_angles,173995,69168,496555,1.12,128012,64085,444540,68682,486,486,63599,486,486,barrier,46522795837.51,44360292918.17,0.046483,2e-05,70000.0,1.0,40000000.0,0.6,1000000.0,138,729,50,2.0,angles,0.01,4,21600,FR-BE,40.0,0.0,,0.0,1350.1679689999999,0.6528704166412354,5.2050840854644775,11.288825511932373,21749.619834423065,0.607041597366333
